,Tenure,WarehouseToHome,NumberOfDeviceRegistered,PreferedOrderCat,SatisfactionScore,MaritalStatus,NumberOfAddress,Complain,DaySinceLastOrder,CashbackAmount,Churn
717,4.0,15.0,2,Fashion,5,Divorced,2,1,8.0,239.16000000000005,0
1484,,24.0,3,Mobile Phone,2,Single,2,0,7.0,121.53,0
2040,6.0,23.0,3,Grocery,3,Single,2,0,0.0,274.44,0
2531,13.0,9.0,4,Mobile Phone,3,Married,2,1,2.0,126.83,1
1750,17.0,34.0,1,Grocery,1,Married,4,1,11.0,233.2,0
727,12.0,9.0,4,Mobile Phone,1,Single,7,1,3.0,164.44,0
1876,9.0,,3,Mobile Phone,3,Single,5,0,9.0,125.19,0
464,26.0,13.0,1,Grocery,3,Married,4,0,3.0,248.14,0
2277,1.0,30.0,5,Laptop & Accessory,1,Married,9,1,1.0,166.57,0
2789,8.0,8.0,3,Laptop & Accessory,5,Married,3,0,0.0,150.93,0
628,0.0,16.0,3,Laptop & Accessory,5,Single,2,0,8.0,142.13,1
169,17.0,34.0,3,Grocery,5,Divorced,4,0,17.0,263.28,0
759,21.0,,3,Mobile Phone,5,Married,9,0,6.0,123.67,0
2676,10.0,10.0,4,Mobile Phone,4,Single,6,0,3.0,145.88,0
3457,1.0,15.0,4,Laptop & Accessory,1,Married,2,0,2.0,168.42,0
2448,6.0,6.0,1,Laptop & Accessory,5,Married,2,0,8.0,140.37,0
1779,8.0,34.0,4,Mobile Phone,4,Single,4,0,3.0,148.11,0
606,0.0,,3,Mobile Phone,4,Single,1,0,2.0,124.22,1
1502,5.0,19.0,4,Others,3,Divorced,3,0,9.0,320.45,1
1868,0.0,33.0,3,Fashion,2,Divorced,2,0,9.0,176.39,1
2971,8.0,30.0,4,Laptop & Accessory,3,Single,2,0,8.0,170.68,0
1477,3.0,6.0,4,Laptop & Accessory,1,Married,2,1,0.0,151.26,0
2679,0.0,16.0,3,Fashion,5,Married,2,0,7.0,187.93,0
2359,5.0,15.0,4,Laptop & Accessory,1,Single,3,0,9.0,169.24,0
3078,2.0,9.0,5,Mobile Phone,4,Married,2,0,5.0,157.01,0
450,13.0,8.0,1,Laptop & Accessory,4,Divorced,2,0,7.0,142.44,0
2291,23.0,7.0,4,Grocery,3,Single,6,0,1.0,278.79,0
1377,1.0,13.0,5,Mobile Phone,4,Married,3,0,4.0,148.68,0
3234,28.0,20.0,2,Others,4,Single,9,0,15.0,287.22,0
1380,1.0,32.0,4,Mobile Phone,3,Married,3,0,8.0,154.42,0
239,1.0,25.0,2,Mobile Phone,5,Married,2,0,1.0,154.56,1
535,0.0,9.0,3,Laptop & Accessory,3,Married,1,0,2.0,149.99,0
764,10.0,21.0,4,Laptop & Accessory,2,Divorced,2,1,12.0,190.86,0
3402,19.0,20.0,2,Grocery,3,Single,8,1,9.0,261.95,1
611,31.0,10.0,5,Mobile Phone,2,Divorced,5,0,1.0,146.77,0
1379,1.0,17.0,4,Grocery,5,Married,3,1,11.0,295.68,0
1487,7.0,12.0,4,Laptop & Accessory,1,Married,8,0,,224.98,0
3460,20.0,17.0,5,Fashion,2,Divorced,4,1,,215.71,0
2777,22.0,16.0,3,Others,5,Single,10,1,2.0,286.65,0
3621,14.0,23.0,5,Laptop & Accessory,3,Single,8,0,1.0,175.94,0
939,2.0,8.0,3,Mobile Phone,4,Married,1,0,2.0,131.8,0
3240,15.0,10.0,3,Others,1,Married,2,0,15.0,292.32,0
1353,0.0,15.0,3,Laptop & Accessory,5,Single,4,1,3.0,182.24,1
3014,0.0,14.0,3,Mobile Phone,1,Single,2,0,4.0,134.45,0
3741,12.0,27.0,5,Laptop & Accessory,3,Married,7,0,2.0,157.36,0
2991,17.0,9.0,3,Others,1,Married,5,1,1.0,295.13,0
3112,1.0,31.0,4,Mobile Phone,4,Single,10,0,3.0,160.97,0
2984,23.0,8.0,4,Grocery,3,Single,6,0,1.0,278.79,0
734,8.0,7.0,5,Mobile Phone,2,Divorced,3,1,4.0,161.22,0
3386,9.0,10.0,5,Mobile Phone,3,Divorced,3,0,1.0,137.81,0
775,7.0,14.0,3,Laptop & Accessory,3,Single,4,0,3.0,161.42,0
2154,1.0,31.0,6,Mobile Phone,2,Single,3,1,1.0,136.18,1
2419,17.0,35.0,3,Laptop & Accessory,1,Single,2,0,17.0,145.41,0
528,5.0,,3,Mobile Phone,5,Single,2,0,2.0,124.39,0
82,1.0,10.0,4,Mobile Phone,1,Single,3,1,1.0,140.69,1
1385,18.0,34.0,4,Grocery,4,Single,2,0,6.0,267.04,0
3163,9.0,7.0,2,Mobile Phone,3,Single,5,0,3.0,150.06,0
949,19.0,9.0,6,Laptop & Accessory,3,Single,2,0,2.0,191.32,0
3876,18.0,8.0,3,Laptop & Accessory,3,Married,5,0,7.0,151.54,0
807,3.0,27.0,4,Laptop & Accessory,2,Married,4,0,3.0,194.31,0
334,16.0,9.0,5,Laptop & Accessory,2,Single,5,0,1.0,192.81,0
2297,1.0,11.0,4,Mobile Phone,3,Single,3,0,1.0,148.18,0
2231,1.0,12.0,5,Mobile Phone,3,Single,2,0,1.0,154.66,0
981,3.0,35.0,5,Mobile Phone,5,Single,3,0,5.0,162.85,0
855,13.0,22.0,3,Fashion,1,Single,7,1,3.0,179.45,0
944,23.0,14.0,3,Mobile Phone,4,Divorced,8,0,2.0,138.75,0
183,12.0,16.0,3,Laptop & Accessory,5,Married,3,0,7.0,153.77,0
166,31.0,10.0,5,Laptop & Accessory,1,Single,7,0,6.0,176.71,0
1661,1.0,11.0,5,Mobile Phone,3,Single,7,0,3.0,163.94,1
461,12.0,17.0,3,Fashion,2,Divorced,2,0,7.0,176.54,1
1389,4.0,12.0,4,Mobile Phone,3,Married,2,1,2.0,127.03,0
1161,17.0,7.0,3,Mobile Phone,1,Married,5,1,2.0,131.95,0
1362,5.0,27.0,4,Laptop & Accessory,3,Married,3,0,3.0,166.97,0
332,7.0,8.0,3,Laptop & Accessory,1,Single,2,0,4.0,162.74,0
1972,,13.0,3,Mobile Phone,3,Married,1,1,7.0,123.08,0
3404,0.0,,1,Mobile Phone,2,Divorced,9,0,0.0,125.34,0
2237,9.0,8.0,6,Mobile Phone,1,Married,3,0,2.0,154.77,0
2057,22.0,11.0,4,Fashion,2,Single,3,0,9.0,203.98,0
317,,15.0,4,Mobile Phone,3,Single,2,0,8.0,122.06,0
865,10.0,10.0,2,Laptop & Accessory,5,Married,8,0,5.0,193.42,0
1266,11.0,9.0,3,Mobile Phone,3,Married,4,0,2.0,128.21,0
3034,9.0,25.0,4,Laptop & Accessory,3,Married,3,1,3.0,181.89,0
2418,8.0,8.0,4,Fashion,4,Married,3,0,4.0,202.74,0
2399,7.0,22.0,4,Laptop & Accessory,1,Married,2,1,2.0,37.0,0
3709,18.0,9.0,2,Fashion,1,Married,3,1,8.0,203.79,0
1601,23.0,12.0,4,Laptop & Accessory,3,Married,4,0,3.0,191.51,0
810,23.0,30.0,3,Grocery,3,Divorced,4,1,5.0,239.73,0
832,20.0,7.0,3,Mobile Phone,1,Married,8,0,2.0,134.2,0
54,9.0,22.0,4,Laptop & Accessory,5,Married,5,0,2.0,156.47,0
2133,7.0,24.0,4,Grocery,3,Single,3,0,1.0,299.44,0
3298,30.0,7.0,3,Others,5,Married,4,1,5.0,297.01,0
2670,20.0,12.0,4,Laptop & Accessory,4,Married,3,1,3.0,175.21,0
1869,9.0,,4,Mobile Phone,5,Married,1,0,3.0,123.42,0
3647,17.0,28.0,4,Mobile Phone,2,Divorced,9,0,3.0,147.58,0
1026,5.0,35.0,4,Mobile Phone,4,Single,2,0,1.0,128.37,0
2666,3.0,23.0,3,Fashion,5,Divorced,2,1,,219.16000000000005,0
1495,15.0,8.0,3,Others,3,Married,6,0,14.0,288.8,0
801,12.0,14.0,3,Mobile Phone,3,Married,2,0,7.0,137.55,0
3860,17.0,21.0,4,Grocery,5,Divorced,8,0,1.0,296.59,0
290,16.0,19.0,4,Mobile Phone,4,Married,10,0,5.0,152.66,0
3382,12.0,30.0,4,Grocery,1,Married,1,0,,220.31,0
437,4.0,34.0,4,Laptop & Accessory,2,Married,9,0,8.0,178.04,0
2329,20.0,10.0,3,Laptop & Accessory,1,Single,2,1,7.0,141.63,0
751,1.0,11.0,2,Laptop & Accessory,4,Married,3,1,4.0,186.42,0
989,15.0,8.0,4,Mobile Phone,4,Married,5,0,0.0,148.41,0
1028,18.0,14.0,4,Others,1,Married,2,1,11.0,315.49,0
3627,19.0,8.0,4,Fashion,4,Married,3,0,8.0,199.41,0
3052,1.0,10.0,4,Mobile Phone,1,Married,3,0,1.0,142.06,0
331,6.0,12.0,4,Mobile Phone,4,Single,4,0,8.0,152.18,0
1481,7.0,29.0,4,Laptop & Accessory,4,Married,2,0,8.0,186.46,0
1893,2.0,11.0,4,Laptop & Accessory,4,Married,2,1,9.0,141.87,0
1135,21.0,9.0,5,Mobile Phone,1,Married,11,1,1.0,148.8,1
347,6.0,14.0,4,Laptop & Accessory,1,Married,6,0,,217.04,0
149,9.0,13.0,3,Mobile Phone,2,Single,3,0,1.0,146.78,0
2968,1.0,8.0,5,Laptop & Accessory,5,Married,3,0,,222.14,1
1157,2.0,15.0,3,Mobile Phone,3,Married,10,0,2.0,129.74,0
881,9.0,7.0,4,Laptop & Accessory,3,Single,3,0,4.0,173.59,0
1005,8.0,17.0,4,Mobile Phone,3,Married,3,1,1.0,163.15,0
3111,1.0,11.0,4,Mobile Phone,1,Single,11,1,1.0,147.85,1
685,3.0,13.0,3,Laptop & Accessory,3,Married,2,0,9.0,134.91,0
1043,2.0,8.0,3,Laptop & Accessory,1,Married,2,0,3.0,188.53,0
2933,16.0,9.0,4,Others,3,Married,7,0,15.0,313.8,0
3200,3.0,26.0,3,Laptop & Accessory,5,Married,1,0,2.0,199.57,0
3403,0.0,10.0,3,Mobile Phone,2,Divorced,2,1,6.0,136.91,1
2085,0.0,35.0,4,Mobile Phone,4,Single,1,0,4.0,134.79,1
3662,1.0,14.0,3,Mobile Phone,2,Single,2,0,2.0,133.1,0
1268,3.0,13.0,4,Mobile Phone,5,Divorced,9,1,3.0,149.04,1
2217,0.0,22.0,3,Laptop & Accessory,5,Single,6,0,2.0,153.24,1
24,9.0,12.0,4,Fashion,4,Single,2,0,14.0,205.95,0
3689,0.0,6.0,1,Fashion,4,Single,2,0,7.0,174.46,1
2492,1.0,10.0,3,Laptop & Accessory,2,Married,3,1,5.0,171.47,0
2567,2.0,36.0,4,Laptop & Accessory,5,Married,9,1,1.0,191.73,1
2962,,16.0,2,Mobile Phone,3,Divorced,4,1,7.0,122.13,0
910,3.0,17.0,4,Mobile Phone,4,Married,2,0,2.0,157.91,0
3469,19.0,6.0,4,Fashion,5,Married,3,1,5.0,206.73,0
974,,19.0,3,Mobile Phone,4,Divorced,2,0,0.0,120.33,0
3187,10.0,35.0,3,Fashion,4,Married,2,1,,218.49,1
3897,14.0,8.0,4,Mobile Phone,1,Married,10,0,1.0,149.06,0
392,5.0,16.0,3,Laptop & Accessory,1,Single,2,0,8.0,153.96,0
3125,1.0,18.0,4,Mobile Phone,5,Married,2,0,5.0,145.99,0
3738,1.0,6.0,3,Mobile Phone,1,Married,2,0,2.0,127.06,0
2734,16.0,9.0,4,Laptop & Accessory,2,Divorced,3,0,3.0,165.89,0
3708,11.0,8.0,4,Laptop & Accessory,2,Divorced,4,0,5.0,152.49,0
971,2.0,16.0,4,Mobile Phone,2,Divorced,3,0,5.0,145.7,0
3289,5.0,19.0,4,Mobile Phone,2,Divorced,10,1,3.0,164.29,0
3816,4.0,11.0,3,Laptop & Accessory,1,Married,2,0,2.0,154.76,0
1419,7.0,17.0,4,Laptop & Accessory,3,Single,3,0,10.0,179.87,0
2149,2.0,12.0,4,Mobile Phone,4,Married,2,0,0.0,128.04,0
970,22.0,8.0,5,Others,1,Single,8,0,1.0,307.65,0
585,1.0,15.0,4,Mobile Phone,3,Single,3,0,1.0,144.04,1
2053,2.0,26.0,3,Laptop & Accessory,1,Married,3,0,2.0,169.31,0
3054,19.0,11.0,4,Laptop & Accessory,4,Married,3,0,9.0,169.47,0
1804,0.0,19.0,3,Laptop & Accessory,4,Single,6,0,0.0,157.65,1
3324,12.0,17.0,4,Laptop & Accessory,2,Single,3,1,4.0,181.66,0
1974,,6.0,3,Mobile Phone,2,Married,4,0,2.0,122.7,0
1536,26.0,26.0,4,Mobile Phone,1,Married,2,0,3.0,167.58,0
2909,3.0,26.0,5,Laptop & Accessory,3,Married,3,0,,211.2,0
1054,8.0,14.0,3,Mobile Phone,3,Single,2,0,4.0,143.23,0
2141,,9.0,3,Mobile Phone,4,Single,5,0,2.0,120.88,0
3751,8.0,16.0,4,Fashion,1,Married,2,0,,210.0,0
127,14.0,15.0,3,Fashion,3,Married,4,1,7.0,181.89,0
2585,16.0,33.0,4,Fashion,5,Divorced,5,1,1.0,256.91,0
1440,6.0,,4,Mobile Phone,3,Married,10,1,0.0,124.37,1
362,1.0,7.0,5,Fashion,3,Married,7,0,,231.09,1
860,1.0,16.0,4,Mobile Phone,5,Single,4,1,1.0,156.72,1
1798,0.0,11.0,1,Laptop & Accessory,5,Married,2,0,5.0,140.0,0
1023,12.0,17.0,4,Laptop & Accessory,3,Married,5,0,3.0,185.77,0
2467,13.0,10.0,2,Laptop & Accessory,4,Married,11,0,7.0,188.89,0
369,16.0,12.0,4,Fashion,4,Single,11,1,,209.46,1
351,7.0,12.0,3,Laptop & Accessory,3,Single,2,0,10.0,148.09,0
2536,2.0,34.0,4,Mobile Phone,5,Single,2,0,4.0,137.85,0
3238,24.0,9.0,4,Grocery,5,Divorced,4,0,3.0,303.56,0
739,25.0,9.0,4,Grocery,5,Divorced,2,0,16.0,268.56,0
2542,4.0,13.0,4,Fashion,1,Married,10,0,,215.57,0
10,6.0,26.0,6,Fashion,3,Married,5,0,,221.1,0
3036,1.0,17.0,5,Mobile Phone,5,Single,3,0,1.0,139.16,1
2377,1.0,7.0,5,Laptop & Accessory,5,Divorced,7,0,1.0,167.98,0
2029,16.0,30.0,5,Laptop & Accessory,3,Single,3,0,8.0,168.32,0
826,20.0,20.0,3,Laptop & Accessory,5,Single,3,0,7.0,149.6,0
3588,10.0,7.0,4,Laptop & Accessory,3,Single,8,0,1.0,193.15,0
95,0.0,30.0,1,Mobile Phone,5,Single,2,0,0.0,110.91,1
131,1.0,20.0,5,Laptop & Accessory,5,Married,7,1,3.0,186.34,1
2793,6.0,11.0,4,Mobile Phone,1,Married,2,0,2.0,129.11,0
3790,20.0,9.0,4,Grocery,5,Married,10,0,10.0,295.48,0
2109,13.0,16.0,4,Laptop & Accessory,4,Single,22,0,4.0,192.82,0
3002,13.0,15.0,4,Laptop & Accessory,2,Divorced,10,0,2.0,148.76,0
2145,15.0,14.0,3,Others,1,Married,2,0,9.0,284.3,0
2656,9.0,32.0,5,Laptop & Accessory,1,Single,6,0,3.0,161.81,0
2066,9.0,7.0,5,Mobile Phone,3,Divorced,8,0,8.0,147.58,0
1817,19.0,8.0,3,Others,5,Single,4,0,1.0,289.47,0
531,8.0,16.0,3,Mobile Phone,2,Married,2,0,2.0,139.17,0
2056,9.0,10.0,3,Laptop & Accessory,4,Married,8,0,2.0,151.31,0
2534,27.0,26.0,3,Laptop & Accessory,3,Single,4,0,3.0,148.69,0
1351,28.0,24.0,3,Grocery,4,Single,4,0,7.0,268.35,0
988,11.0,8.0,3,Fashion,4,Single,8,0,0.0,173.51,0
1171,16.0,33.0,3,Fashion,5,Married,9,0,1.0,208.2,0
2485,1.0,19.0,4,Mobile Phone,2,Divorced,3,1,1.0,150.15,1
427,0.0,,3,Mobile Phone,5,Married,2,1,0.0,123.98,1
957,0.0,7.0,4,Laptop & Accessory,5,Married,2,0,7.0,197.14,1
2737,4.0,30.0,6,Mobile Phone,3,Married,3,0,10.0,151.13,0
489,11.0,,1,Mobile Phone,3,Married,2,0,3.0,126.1,0
2270,1.0,9.0,4,Mobile Phone,1,Married,8,1,3.0,162.22,1
2703,10.0,10.0,5,Fashion,2,Divorced,6,0,,221.99,0
1860,0.0,19.0,3,Laptop & Accessory,3,Single,4,1,2.0,198.54,1
2755,12.0,14.0,2,Laptop & Accessory,5,Married,3,1,8.0,181.05,0
1587,21.0,23.0,2,Laptop & Accessory,3,Married,3,1,8.0,175.67,0
1267,5.0,18.0,4,Laptop & Accessory,5,Married,3,1,2.0,193.33,0
1829,17.0,8.0,1,Fashion,1,Married,2,1,7.0,178.79,0
3603,,8.0,3,Mobile Phone,5,Married,7,1,2.0,120.42,1
2191,2.0,36.0,4,Laptop & Accessory,5,Divorced,9,1,1.0,191.73,1
2422,8.0,9.0,4,Laptop & Accessory,5,Single,2,1,3.0,170.38,0
853,3.0,30.0,2,Mobile Phone,3,Divorced,3,0,8.0,152.0,0
2227,10.0,15.0,5,Fashion,5,Single,3,0,10.0,200.87,0
3728,4.0,8.0,3,Laptop & Accessory,1,Single,5,1,5.0,165.82,0
1320,15.0,13.0,4,Fashion,1,Single,5,1,1.0,260.91,0
3023,7.0,15.0,3,Fashion,2,Married,1,0,6.0,185.0,0
3410,25.0,34.0,1,Grocery,3,Divorced,3,1,2.0,232.47000000000003,0
2469,0.0,9.0,3,Mobile Phone,3,Single,2,0,7.0,140.84,1
3342,8.0,8.0,3,Laptop & Accessory,1,Married,3,0,7.0,157.62,0
1091,15.0,8.0,3,Grocery,5,Divorced,1,0,7.0,276.65,0
2096,8.0,7.0,2,Laptop & Accessory,2,Married,2,0,,222.25,0
634,1.0,13.0,4,Mobile Phone,5,Single,4,0,4.0,154.6,1
1402,7.0,21.0,3,Laptop & Accessory,5,Single,2,0,6.0,161.25,0
3757,7.0,10.0,4,Mobile Phone,3,Married,3,1,1.0,154.09,0
2401,18.0,8.0,4,Grocery,1,Married,10,0,8.0,267.92,0
3105,1.0,20.0,4,Laptop & Accessory,4,Single,7,0,1.0,182.65,1
1950,0.0,9.0,4,Fashion,2,Divorced,2,1,7.0,203.25,1
3855,7.0,11.0,4,Laptop & Accessory,4,Married,7,0,8.0,155.55,0
133,13.0,14.0,3,Laptop & Accessory,5,Married,3,1,0.0,165.16,0
78,1.0,31.0,4,Mobile Phone,2,Divorced,2,0,2.0,149.0,0
2292,,7.0,3,Mobile Phone,1,Married,2,0,3.0,120.44,0
753,13.0,32.0,3,Laptop & Accessory,5,Divorced,2,0,5.0,183.96,0
1393,17.0,6.0,3,Laptop & Accessory,5,Married,6,1,3.0,154.54,0
2050,3.0,11.0,5,Mobile Phone,5,Married,3,0,1.0,146.09,0
2912,12.0,9.0,5,Fashion,3,Married,5,1,3.0,202.56,0
3148,30.0,24.0,3,Fashion,1,Single,7,0,4.0,205.12,0
1467,10.0,7.0,6,Fashion,5,Married,4,1,,227.52,0
2054,6.0,9.0,3,Laptop & Accessory,2,Single,9,0,8.0,175.55,0
1403,,6.0,3,Mobile Phone,3,Married,8,0,2.0,122.32,0
3735,2.0,7.0,1,Laptop & Accessory,3,Single,9,1,2.0,162.94,0
3363,9.0,6.0,3,Laptop & Accessory,4,Married,1,0,5.0,152.28,0
382,6.0,15.0,5,Laptop & Accessory,3,Single,9,0,3.0,153.46,1
2119,7.0,7.0,2,Laptop & Accessory,4,Married,3,1,3.0,179.88,0
339,20.0,31.0,4,Mobile Phone,1,Single,3,0,1.0,150.87,1
2813,10.0,16.0,3,Mobile Phone,5,Divorced,7,0,3.0,134.52,0
2880,0.0,,3,Mobile Phone,2,Divorced,2,0,2.0,123.23,0
1757,24.0,6.0,3,Mobile Phone,1,Married,2,0,0.0,127.23,0
1169,17.0,17.0,4,Mobile Phone,1,Single,2,0,8.0,149.55,0
3676,0.0,28.0,3,Laptop & Accessory,3,Divorced,2,1,7.0,161.79,1
2159,1.0,7.0,4,Laptop & Accessory,3,Divorced,2,0,3.0,173.98,0
2824,1.0,23.0,2,Mobile Phone,1,Married,3,1,1.0,154.35,0
3207,14.0,14.0,5,Fashion,1,Single,3,0,3.0,206.5,1
1431,7.0,24.0,5,Mobile Phone,3,Married,11,1,1.0,149.37,1
325,11.0,12.0,5,Laptop & Accessory,1,Married,8,1,9.0,153.29,0
1776,,8.0,3,Mobile Phone,3,Married,3,0,2.0,120.01,0
3085,6.0,15.0,2,Laptop & Accessory,3,Divorced,7,0,4.0,176.75,0
2305,11.0,6.0,4,Laptop & Accessory,2,Single,5,0,1.0,186.86,0
2501,1.0,25.0,4,Laptop & Accessory,3,Married,2,1,3.0,171.14,1
1836,10.0,9.0,3,Fashion,3,Married,2,0,8.0,194.34,0
2158,1.0,21.0,4,Mobile Phone,1,Married,7,1,5.0,149.36,1
264,9.0,34.0,5,Mobile Phone,5,Single,3,0,2.0,150.59,0
2949,8.0,17.0,3,Mobile Phone,3,Married,8,1,2.0,126.6,0
2275,19.0,30.0,4,Laptop & Accessory,5,Married,3,1,9.0,161.33,0
714,8.0,7.0,4,Laptop & Accessory,1,Married,1,0,0.0,153.63,0
936,3.0,7.0,3,Mobile Phone,4,Married,1,1,7.0,135.79,0
2613,,22.0,5,Mobile Phone,5,Married,2,1,0.0,123.07,1
2259,30.0,6.0,3,Others,5,Divorced,4,1,5.0,297.01,0
140,17.0,11.0,5,Fashion,2,Single,5,0,,227.31,0
2130,8.0,17.0,4,Laptop & Accessory,3,Married,3,1,8.0,165.01,0
2022,14.0,9.0,4,Laptop & Accessory,4,Married,9,0,4.0,182.15,0
1720,2.0,8.0,3,Laptop & Accessory,3,Married,2,0,2.0,146.49,0
324,17.0,22.0,5,Grocery,3,Married,3,0,12.0,301.03,0
675,8.0,16.0,3,Laptop & Accessory,3,Single,4,1,4.0,161.42,0
2403,15.0,34.0,4,Laptop & Accessory,1,Married,1,0,4.0,145.23,0
2910,15.0,15.0,4,Others,1,Single,9,0,1.0,296.13,0
577,5.0,7.0,5,Mobile Phone,5,Married,3,0,3.0,147.18,0
2465,16.0,9.0,4,Grocery,3,Divorced,2,1,11.0,303.61,0
113,0.0,10.0,3,Laptop & Accessory,3,Divorced,2,1,3.0,141.62,0
547,16.0,11.0,4,Others,2,Divorced,3,0,16.0,317.32,0
227,18.0,15.0,4,Laptop & Accessory,3,Divorced,2,0,12.0,155.93,0
752,8.0,9.0,5,Laptop & Accessory,5,Married,8,0,10.0,184.57,0
3056,1.0,10.0,5,Fashion,2,Divorced,3,1,,228.25,1
3601,18.0,30.0,4,Laptop & Accessory,4,Married,6,0,3.0,145.42,0
1539,13.0,22.0,4,Laptop & Accessory,3,Single,7,0,0.0,150.94,0
3091,4.0,10.0,3,Laptop & Accessory,4,Single,2,0,7.0,193.55,1
3004,28.0,8.0,3,Fashion,4,Divorced,4,0,,209.76,0
1572,10.0,8.0,5,Laptop & Accessory,3,Married,2,0,3.0,168.74,0
3719,14.0,7.0,4,Laptop & Accessory,3,Single,5,1,1.0,172.28,1
879,10.0,25.0,4,Laptop & Accessory,2,Single,4,0,10.0,202.79,0
196,11.0,7.0,5,Mobile Phone,5,Divorced,4,0,3.0,164.2,0
1579,13.0,13.0,4,Fashion,4,Single,6,0,3.0,208.76,0
984,0.0,,3,Mobile Phone,1,Single,2,0,7.0,125.7,0
2252,10.0,17.0,3,Mobile Phone,3,Single,5,0,2.0,136.29,0
1786,6.0,11.0,3,Laptop & Accessory,2,Divorced,7,0,2.0,199.98,0
118,5.0,9.0,6,Mobile Phone,1,Married,6,1,1.0,152.78,1
667,0.0,30.0,4,Fashion,5,Single,2,0,9.0,187.22,1
2074,9.0,35.0,5,Mobile Phone,3,Married,2,0,3.0,149.3,0
3,20.0,25.0,4,Fashion,3,Divorced,7,0,,230.27,0
75,14.0,14.0,3,Laptop & Accessory,4,Married,6,0,4.0,143.93,0
1932,12.0,21.0,4,Laptop & Accessory,4,Married,2,0,,224.24,0
478,20.0,20.0,4,Laptop & Accessory,4,Single,8,0,10.0,180.62,0
5,7.0,16.0,4,Mobile Phone,2,Divorced,2,0,11.0,152.81,0
1317,7.0,14.0,1,Laptop & Accessory,3,Married,3,0,2.0,144.04,0
954,28.0,10.0,3,Laptop & Accessory,3,Divorced,1,1,2.0,140.35,0
231,8.0,18.0,5,Laptop & Accessory,4,Married,6,0,9.0,169.9,0
1108,1.0,15.0,6,Mobile Phone,5,Married,3,0,2.0,149.51,0
245,13.0,15.0,3,Laptop & Accessory,3,Married,4,0,7.0,139.75,0
2850,5.0,6.0,3,Fashion,1,Married,2,0,7.0,204.22,0
1222,1.0,11.0,3,Laptop & Accessory,1,Single,2,0,2.0,149.08,0
3887,16.0,36.0,6,Laptop & Accessory,1,Single,6,0,1.0,167.72,0
1664,,9.0,4,Mobile Phone,1,Married,4,0,0.0,121.77,0
1758,1.0,17.0,5,Mobile Phone,3,Single,3,0,1.0,137.0,0
3616,19.0,18.0,4,Grocery,2,Divorced,5,0,2.0,301.5,0
3909,11.0,7.0,3,Mobile Phone,4,Married,1,1,2.0,129.91,0
3387,19.0,8.0,5,Grocery,4,Married,4,1,7.0,268.72,0
3241,10.0,17.0,4,Fashion,3,Divorced,5,0,8.0,195.94,0
2216,10.0,11.0,3,Laptop & Accessory,1,Married,8,0,4.0,163.47,0
2947,14.0,28.0,3,Laptop & Accessory,1,Married,4,1,3.0,154.67,0
2686,30.0,7.0,1,Laptop & Accessory,3,Married,1,0,8.0,149.0,0
2199,11.0,36.0,4,Fashion,4,Married,3,1,10.0,243.49,1
1939,,8.0,3,Mobile Phone,4,Married,5,0,2.0,121.87,0
1382,5.0,9.0,6,Mobile Phone,2,Married,6,1,1.0,152.78,1
1683,9.0,15.0,5,Fashion,2,Divorced,6,1,,228.77,0
642,13.0,26.0,4,Laptop & Accessory,1,Married,10,0,3.0,164.02,0
2895,2.0,16.0,4,Mobile Phone,1,Married,3,0,5.0,145.7,0
1615,12.0,27.0,4,Laptop & Accessory,1,Married,4,1,4.0,161.2,0
111,14.0,16.0,3,Laptop & Accessory,1,Single,8,0,10.0,162.3,0
2577,7.0,9.0,4,Laptop & Accessory,1,Married,4,1,1.0,181.03,0
2830,12.0,6.0,4,Grocery,1,Married,2,0,,227.42,0
1233,0.0,14.0,3,Laptop & Accessory,3,Married,1,1,4.0,149.07,0
3106,1.0,7.0,5,Mobile Phone,4,Single,3,1,3.0,145.7,0
235,18.0,35.0,4,Grocery,5,Married,5,0,18.0,288.28,0
66,0.0,16.0,3,Laptop & Accessory,2,Single,1,0,1.0,149.5,0
3488,19.0,13.0,5,Fashion,1,Single,8,0,,213.65,0
2319,14.0,9.0,4,Laptop & Accessory,4,Married,3,0,4.0,189.38,0
2471,13.0,14.0,4,Fashion,4,Married,3,0,8.0,237.57,0
552,20.0,14.0,4,Fashion,3,Married,8,0,8.0,233.45,0
126,1.0,9.0,4,Mobile Phone,4,Married,6,0,3.0,146.87,0
2398,1.0,12.0,3,Mobile Phone,4,Married,3,1,3.0,148.28,0
1326,5.0,35.0,3,Mobile Phone,3,Single,10,0,7.0,140.25,0
3146,9.0,7.0,4,Laptop & Accessory,3,Divorced,11,0,10.0,172.17,0
2200,19.0,,3,Mobile Phone,1,Single,2,0,0.0,125.87,1
3670,13.0,11.0,5,Laptop & Accessory,3,Married,6,0,10.0,184.02,0
2917,0.0,,3,Mobile Phone,3,Single,2,0,0.0,123.18,0
2323,27.0,11.0,3,Others,5,Divorced,5,0,2.0,294.06,0
496,20.0,10.0,4,Grocery,3,Married,5,0,10.0,299.65,0
1813,5.0,14.0,1,Laptop & Accessory,1,Married,2,0,8.0,162.09,0
3443,,9.0,4,Mobile Phone,2,Divorced,4,0,0.0,121.77,0
2831,3.0,7.0,4,Laptop & Accessory,3,Divorced,3,0,10.0,168.19,0
3019,7.0,8.0,3,Laptop & Accessory,2,Single,2,0,11.0,166.87,0
1955,9.0,23.0,4,Fashion,4,Married,2,0,10.0,205.2,0
